date,spy,tsla
20190220,278.410004,302.56
20190221,277.420013,291.23
20190222,279.140015,294.71
20190225,279.519989,298.77
20190226,279.320007,297.86
20190227,279.200012,314.74
20190228,278.679993,319.88
20190301,280.420013,294.79
20190304,279.399994,285.36
20190305,279.019989,276.54
20190306,277.329987,276.24
20190307,275.01001,276.59
20190308,274.459991,284.14
20190311,278.440002,290.92
20190312,279.48999,283.36
20190313,281.339996,288.96
20190314,281.160004,289.96
20190315,281.309998,275.43
20190318,282.329987,269.49
20190319,282.399994,267.47
20190320,281.549988,273.6
20190321,284.730011,274.02
20190322,279.25,264.53
20190325,279.040009,260.42
20190326,281.119995,267.77
20190327,279.649994,274.83
20190328,280.709991,278.62
20190329,282.480011,279.86
20190401,285.829987,289.18
20190402,285.970001,285.88
20190403,286.420013,291.81
20190404,287.179993,267.78
20190405,288.570007,274.96
20190408,288.790009,273.2
20190409,287.309998,272.31
20190410,288.290009,276.06
20190411,288.209991,268.42
20190412,290.160004,267.7
20190415,289.970001,266.38
20190416,290.160004,273.36
20190417,289.450012,271.23
20190418,290.019989,273.26
20190422,290.269989,262.75
20190423,292.880005,263.9
20190424,292.230011,258.66
20190425,292.049988,247.63
20190426,293.410004,235.14
20190429,293.869995,241.47
20190430,294.019989,238.69
20190501,291.809998,234.01
20190502,291.179993,244.1
20190503,294.029999,255.03
20190506,292.820007,255.34
20190507,287.929993,247.06
20190508,287.529999,244.84
20190509,286.660004,241.98
20190510,288.100006,239.52
20190513,280.859985,227.01
20190514,283.399994,232.31
20190515,285.059998,231.95
20190516,287.700012,228.33
20190517,285.839996,211.03
20190520,283.950012,205.36
20190521,286.51001,205.08
20190522,285.630005,192.73
20190523,282.140015,195.49
20190524,282.779999,190.63
20190528,280.149994,188.7
20190529,278.269989,189.86
20190530,279.029999,188.22
20190531,275.269989,185.16
20190603,274.570007,178.97
20190604,280.529999,193.6
20190605,282.959991,196.59
20190606,284.799988,205.95
20190607,287.649994,204.5
20190610,288.970001,212.88
20190611,288.899994,217.1
20190612,288.390015,209.26
20190613,289.579987,213.91
20190614,289.26001,214.92
20190617,289.369995,225.03
20190618,292.399994,224.74
20190619,293.059998,226.43
20190620,295.859985,219.62
20190621,294.0,221.86
20190624,293.640015,223.64
20190625,290.76001,219.76
20190626,290.470001,219.27
20190627,291.5,222.84
20190628,293.0,223.46
20190701,295.660004,227.17
20190702,296.429993,224.55
20190703,298.799988,234.9
20190705,298.459991,233.1
20190708,296.820007,230.34
20190709,297.190002,230.06
20190710,298.609985,238.92
20190711,299.309998,238.6
20190712,300.649994,245.08
20190715,300.75,253.5
20190716,299.779999,252.38
20190717,297.73999,254.86
20190718,298.829987,253.54
20190719,297.170013,258.18
20190722,297.899994,255.68
20190723,300.029999,260.17
20190724,301.440002,264.88
20190725,300.0,228.82
20190726,302.01001,228.04
20190729,301.459991,235.77
20190730,300.720001,242.26
20190731,297.429993,241.61
20190801,294.839996,233.85
20190802,292.619995,234.34
20190805,283.820007,228.32
20190806,287.799988,230.75
20190807,287.970001,233.42
20190808,293.619995,238.3
20190809,291.619995,235.01
20190812,288.070007,229.01
20190813,292.549988,235.0
20190814,283.899994,219.62
20190815,284.649994,215.64
20190816,288.850006,219.94
20190819,292.329987,226.83
20190820,290.089996,225.86
20190821,292.450012,220.83
20190822,292.359985,222.15
20190823,284.850006,211.4
20190826,288.0,215.0
20190827,286.869995,214.08
20190828,288.890015,215.59
20190829,292.579987,221.71
20190830,292.450012,225.61
20190903,290.73999,225.01
20190904,294.040009,220.68
20190905,297.820007,229.58
20190906,298.049988,227.45
20190909,298.200012,231.79
20190910,298.130005,235.54
20190911,300.25,247.1
20190912,301.290009,245.87
20190913,301.089996,245.2
20190916,300.160004,242.81
20190917,300.920013,244.79
20190918,301.100006,243.49
20190919,301.079987,246.6
20190920,298.279999,240.62
20190923,298.209991,241.23
20190924,295.869995,223.21
20190925,297.619995,228.7
20190926,297.0,242.56
20190927,295.399994,242.13
20190930,296.769989,240.87
20191001,293.23999,244.69
20191002,288.059998,243.13
20191003,290.420013,233.03
20191004,294.350006,231.43
20191007,293.079987,237.72
20191008,288.529999,240.05
20191009,291.269989,244.53
20191010,293.23999,244.74
20191011,296.279999,247.89
20191014,295.950012,256.96
20191015,298.880005,257.89
20191016,298.399994,259.75
20191017,299.279999,261.97
20191018,297.970001,256.95
20191021,299.98999,253.5
20191022,299.01001,255.58
20191023,299.880005,254.68
20191024,300.369995,299.68
20191025,301.600006,328.13
20191028,303.299988,327.71
20191029,303.209991,316.22
20191030,304.140015,315.01
20191031,303.329987,314.92
20191101,306.140015,313.31
20191104,307.369995,317.47
20191105,307.029999,317.22
20191106,307.100006,326.58
20191107,308.179993,335.54
20191108,308.940002,337.14
20191111,308.350006,345.09
20191112,309.0,349.93
20191113,309.100006,346.11
20191114,309.549988,349.35
20191115,311.790009,352.17
20191118,312.019989,349.99
20191119,311.929993,359.52
20191120,310.769989,352.22
20191121,310.269989,354.83
20191122,310.959991,333.04
20191125,313.369995,336.34
20191126,314.079987,328.92
20191127,315.480011,331.29
20191129,314.309998,329.94
20191202,311.640015,334.87
20191203,309.549988,336.2
20191204,311.459991,333.03
20191205,312.019989,330.37
20191206,314.869995,335.89
20191209,313.880005,339.53
20191210,313.529999,348.84
20191211,314.420013,352.7
20191212,317.130005,359.68
20191213,317.320007,358.39
20191216,319.5,381.5
20191217,319.570007,378.99
20191218,319.589996,393.15
20191219,320.899994,404.04
20191220,320.730011,405.59
20191223,321.220001,419.22
20191224,321.230011,425.25
20191226,322.940002,430.94
20191227,322.859985,430.38
20191230,321.079987,414.7
20191231,321.859985,418.33
20200102,324.869995,430.26
20200103,322.410004,443.01
20200106,323.640015,451.54
20200107,322.730011,469.06
20200108,324.450012,492.14
20200109,326.649994,481.34
20200110,325.709991,478.15
20200113,327.950012,524.86
20200114,327.450012,537.92
20200115,328.190002,518.5
20200116,330.920013,513.49
20200117,331.950012,510.5
20200121,331.299988,547.2
20200122,331.339996,569.56
20200123,331.720001,572.2
20200124,328.769989,564.82
20200127,323.5,558.02
20200128,326.890015,566.9
20200129,326.619995,580.99
20200130,327.679993,640.81
20200131,321.730011,650.57
20200203,324.119995,780.0
20200204,329.059998,887.06
20200205,332.859985,734.7
20200206,333.980011,748.96
20200207,332.200012,748.07
20200210,334.679993,771.28
20200211,335.26001,774.38
20200212,337.420013,767.29
20200213,337.059998,804.0
20200214,337.600006,800.03
20200218,336.730011,858.4
20200219,338.339996,917.42
20200220,336.950012,899.41
20200221,333.480011,901.0
20200224,322.420013,833.79
20200225,312.649994,799.91
20200226,311.5,778.8
20200227,297.51001,679.0
20200228,296.26001,667.99
20200302,309.089996,743.62
20200303,300.23999,745.51
20200304,312.859985,749.5
20200305,302.459991,724.54
20200306,297.459991,703.48
20200309,274.230011,608.0
20200310,288.420013,645.33
20200311,274.359985,634.23
20200312,248.110001,560.55
20200313,269.320007,546.62
20200316,239.850006,445.07
20200317,252.800003,430.2
20200318,240.0,361.22
20200319,240.509995,427.64
20200320,228.800003,427.53
20200323,222.949997,434.29
20200324,243.149994,505.0
20200325,246.789993,539.25
20200326,261.200012,528.16
20200327,253.419998,514.36
20200330,261.649994,502.13
20200331,257.75,524.0
20200401,246.149994,481.56
20200402,251.830002,454.47
20200403,248.190002,480.01
20200406,264.859985,516.24
20200407,265.130005,545.45
20200408,274.029999,548.84
20200409,278.200012,573.0
20200413,275.660004,650.95
20200414,283.790009,709.89
20200415,277.76001,729.83
20200416,279.100006,745.21
20200417,286.640015,753.89
20200420,281.589996,746.36
20200421,273.040009,686.72
20200422,279.100006,732.11
20200423,279.079987,705.63
20200424,282.970001,725.15
20200427,287.049988,798.75
20200428,285.730011,769.12
20200429,293.209991,800.51
20200430,290.480011,781.88
20200501,282.790009,701.32
20200504,283.570007,761.19
20200505,286.190002,768.21
20200506,284.25,782.58
20200507,287.679993,780.04
20200508,292.440002,819.42
20200511,292.5,811.29
20200512,286.670013,809.41
20200513,281.600006,790.96
20200514,284.970001,803.33
20200515,286.279999,799.17
20200518,295.0,813.63
20200519,291.970001,808.01
20200520,296.929993,815.56
20200521,294.880005,827.6
20200522,295.440002,816.88
20200526,299.079987,818.87
20200527,303.529999,820.23
20200528,302.970001,805.81
20200529,304.320007,835.0
20200601,305.549988,898.1
20200602,308.079987,881.56
20200603,312.179993,882.96
20200604,311.359985,864.38
20200605,319.339996,885.66
20200608,323.200012,949.92
20200609,320.790009,940.67
20200610,319.0,1025.05
20200611,300.609985,972.84
20200612,304.209991,935.28
20200615,307.049988,990.9
20200616,312.959991,982.13
20200617,311.660004,991.79
20200618,311.779999,1003.96
20200619,308.640015,1000.9
20200622,310.619995,994.32
20200623,312.049988,1001.78
20200624,304.089996,960.85
20200625,307.350006,985.98
20200626,300.049988,959.74
20200629,304.459991,1009.35
20200630,308.359985,1079.81
20200701,310.519989,1119.63
20200702,312.230011,1208.66
20200706,317.049988,1371.58
20200707,313.779999,1389.86
20200708,316.179993,1365.88
20200709,314.380005,1394.28
20200710,317.589996,1544.65
20200713,314.839996,1497.06
20200714,318.920013,1516.8
20200715,321.850006,1546.01
20200716,320.790009,1500.64
20200717,321.720001,1500.84
20200720,324.320007,1643.0
20200721,325.01001,1568.36
20200722,326.859985,1592.33
20200723,322.959991,1513.07
20200724,320.880005,1417.0
